idFilaPedido;idWebService;idLoja;idCabecPedido;idFilaCliente;empresa;pedidoCliente;pedidoJund;respostaJundPedido;respostaJundEnderecoEntrega;respostaJundItensPedido;respostaJundPedidoSerial;respostaJundConfirmaPagtoPedido;respostaJundRastreamentoPedido;idStatusIntegracao;dataHoraEntradaFila;dataHoraProcessadoPedido;dataHoraProcessadoPedidoSerial;dataHoraProcessadoConfirmaPagtoPedido;ultimaDataHoraRastreamentoPedido;rastreamentoFinalizado;importacaoImeiFinalizada;respostaServiceAtualizacaoPedidoERP;notaFiscal;subId;ultimoStatusRastreamentoPedidoOI;statusSiteIntegracaoAtualizado;reprocessarPedido;ultimoStatusResumidoRastreamentoPedidoOI;engenhariaReversa;pedidoJundDesmembrado;duplicidadeValidada;respostaJundCliente;tipoPagamento;dadosPedidoGravado;importacaoOcorrenciaFinalizada;pedidoJundDesmembradoJaImportado;informacoesValidadas;pedidoLiberadoParaRastreamento;pedidoJundDesmembradoEncontrado;idModoIntegracao;pedidoOiIntegradoSite;chaveUnica;idLojaAntigo;pedidoCancelado
252828;1;3;252269;268818;29;30469061;177560;OK;OK;OK;;;;4;2018-07-30 17:56:34.843;2018-07-30 17:56:50.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252827;1;38;252268;268816;222;30469965;15372;OK;OK;OK;;;;4;2018-07-30 17:51:52.310;2018-07-30 17:52:50.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252826;1;18;252267;268815;222;30474725;15371;OK;OK;OK;;;;4;2018-07-30 17:46:53.910;2018-07-30 17:47:49.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252825;1;18;252266;268814;222;30474723;15370;OK;OK;OK;;;;4;2018-07-30 17:46:52.787;2018-07-30 17:47:49.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252824;1;18;252265;268813;222;30474714;15369;OK;OK;OK;;;;4;2018-07-30 17:46:51.663;2018-07-30 17:47:49.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252823;1;18;252264;268812;222;30474688;15368;OK;OK;OK;;;;4;2018-07-30 17:46:50.213;2018-07-30 17:47:48.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252822;1;18;252263;268811;222;30474671;15367;OK;OK;OK;;;;4;2018-07-30 17:46:48.590;2018-07-30 17:47:48.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252821;1;41;252262;268810;26;30473925;503833;OK;OK;OK;;;;4;2018-07-30 17:46:47.030;2018-07-30 17:46:49.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252820;1;16;252261;268809;222;30441984;15366;OK;OK;OK;;;;4;2018-07-30 17:46:44.627;2018-07-30 17:46:49.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252819;4;28;252260;268817;26;80141000005Q723AAC;503832;OK;OK;OK;;;;4;2018-07-30 17:46:12.833;2018-07-30 17:46:48.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252818;1;16;252259;268808;222;30386927;15365;OK;OK;OK;;;;4;2018-07-30 17:32:16.693;2018-07-30 17:32:43.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252817;1;19;252258;268806;222;30474104;15364;OK;OK;OK;;;;4;2018-07-30 17:11:43.113;2018-07-30 17:11:44.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252816;1;13;252257;268805;29;30468310;177556;OK;OK;OK;;;;4;2018-07-30 17:11:41.303;2018-07-30 17:11:44.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252815;4;28;252256;268807;22;80141000005Q6tzAAC;110767;OK;OK;OK;;;;4;2018-07-30 17:11:17.047;2018-07-30 17:11:44.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252814;1;34;252255;268804;222;30473723;15363;OK;OK;OK;;;;4;2018-07-30 17:06:38.197;2018-07-30 17:06:44.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252813;1;47;252254;268803;82;30282421;2069;OK;OK;OK;;;;4;2018-07-30 17:06:37.090;2018-07-30 17:06:44.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252812;1;16;252253;268802;222;30444186;15362;OK;OK;OK;;;;4;2018-07-30 17:01:56.737;2018-07-30 17:02:43.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252811;1;16;252252;268801;222;30407619;15361;OK;OK;OK;;;;4;2018-07-30 17:01:54.740;2018-07-30 17:02:43.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252810;1;16;252251;268800;222;30407618;15360;OK;OK;OK;;;;4;2018-07-30 17:01:52.603;2018-07-30 17:02:42.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252809;1;16;252250;268799;222;30389730;15359;OK;OK;OK;;;;4;2018-07-30 17:01:50.887;2018-07-30 17:02:42.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252808;1;16;252249;268798;222;30386745;15358;OK;OK;OK;;;;4;2018-07-30 17:01:48.657;2018-07-30 17:02:42.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252807;1;16;252248;268797;222;30383911;15357;OK;OK;OK;;;;4;2018-07-30 17:01:47.283;2018-07-30 17:02:42.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252806;1;19;252247;268795;222;30473724;15356;OK;OK;OK;;;;4;2018-07-30 16:52:02.400;2018-07-30 16:52:38.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252805;1;34;252246;268794;222;30473533;15355;OK;OK;OK;;;;4;2018-07-30 16:51:59.750;2018-07-30 16:52:38.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252804;4;28;252245;268796;26;80141000005Q6q5AAC;503798;OK;OK;OK;;;;4;2018-07-30 16:51:19.000;2018-07-30 16:51:38.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252803;1;38;252244;268793;82;30473544;2068;OK;OK;OK;;;;4;2018-07-30 16:42:04.753;2018-07-30 16:42:38.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252802;1;32;252243;268792;222;30473532;15354;OK;OK;OK;;;;4;2018-07-30 16:42:03.147;2018-07-30 16:42:37.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252801;1;13;252242;268791;29;30468092;177552;OK;OK;OK;;;;4;2018-07-30 16:42:01.367;2018-07-30 16:42:37.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252800;1;13;252241;268790;29;30379246;177551;OK;OK;OK;;;;4;2018-07-30 16:41:59.247;2018-07-30 16:42:37.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252799;1;32;252240;268788;222;30472793;15353;OK;OK;OK;;;;4;2018-07-30 16:09:41.507;2018-07-30 16:10:35.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252798;4;28;252239;268789;22;80141000005Q6g0AAC;110747;OK;OK;OK;;;;4;2018-07-30 16:06:40.137;2018-07-30 16:07:35.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252797;1;3;252238;268787;29;30466239;177539;OK;OK;OK;;;;4;2018-07-30 15:56:57.467;2018-07-30 15:57:35.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252796;1;38;252237;268786;222;30472603;15352;OK;OK;OK;;;;4;2018-07-30 15:51:58.007;2018-07-30 15:52:35.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252795;1;19;252236;268785;222;30417958;15351;OK;OK;OK;;;;4;2018-07-30 15:51:56.227;2018-07-30 15:52:35.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252794;1;3;252235;NULL;0;30431920;;TABELA EST� INATIVA OU PRODUTO BLOQUEADO OU PRODUTO NAO EST� NA TABELA;;TABELA EST� INATIVA OU PRODUTO BLOQUEADO OU PRODUTO NAO EST� NA TABELA;;;;15;2018-07-30 15:41:59.717;2018-07-30 15:42:34.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;1;0;NULL;NULL;0
252793;1;3;252234;268783;29;30329772;177533;OK;OK;OK;;;;4;2018-07-30 15:41:57.957;2018-07-30 15:42:34.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252792;1;32;252233;268782;222;30472223;15350;OK;OK;OK;;;;4;2018-07-30 15:31:54.507;2018-07-30 15:32:34.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252791;1;3;252232;268781;29;30430967;177520;OK;OK;OK;;;;4;2018-07-30 15:27:01.910;2018-07-30 15:27:35.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252790;1;3;252231;268780;29;30428423;177519;OK;OK;OK;;;;4;2018-07-30 15:26:59.540;2018-07-30 15:27:35.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252789;1;3;252230;268779;29;30413545;177518;OK;OK;OK;;;;4;2018-07-30 15:26:56.887;2018-07-30 15:27:35.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252788;1;38;252229;268778;222;30469221;15349;OK;OK;OK;;;;4;2018-07-30 15:21:52.403;2018-07-30 15:22:35.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252787;1;41;252228;268777;26;30471091;503720;OK;OK;OK;;;;4;2018-07-30 15:12:05.723;2018-07-30 15:12:32.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252786;1;3;252227;268776;29;30410837;177508;OK;OK;OK;;;;4;2018-07-30 15:12:04.087;2018-07-30 15:12:32.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252785;1;38;252226;268774;222;30471666;15347;OK;OK;OK;;;;4;2018-07-30 15:06:37.183;2018-07-30 15:07:33.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252784;1;19;252225;268773;222;30471656;15346;OK;OK;OK;;;;4;2018-07-30 15:06:35.950;2018-07-30 15:07:33.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252783;1;32;252224;268772;222;30471655;15345;OK;OK;OK;;;;4;2018-07-30 15:06:34.203;2018-07-30 15:07:33.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252782;4;28;252223;268775;26;80141000005Q6SxAAK;503719;OK;OK;OK;;;;4;2018-07-30 15:02:33.707;2018-07-30 15:03:31.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252781;4;28;252222;268771;22;80141000005Q6RzAAK;110730;OK;OK;OK;;;;4;2018-07-30 14:56:13.827;2018-07-30 14:56:30.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252780;1;32;252221;268770;222;30471473;15344;OK;OK;OK;;;;4;2018-07-30 14:52:11.320;2018-07-30 14:52:31.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252779;1;32;252220;268769;222;30471472;15343;OK;OK;OK;;;;4;2018-07-30 14:52:09.277;2018-07-30 14:52:30.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252778;1;32;252219;268768;222;30471464;15342;OK;OK;OK;;;;4;2018-07-30 14:52:06.830;2018-07-30 14:52:30.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252777;1;32;252218;268767;222;30471461;15341;OK;OK;OK;;;;4;2018-07-30 14:52:04.300;2018-07-30 14:52:30.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252776;1;38;252217;268766;222;29536784;15340;OK;OK;OK;;;;4;2018-07-30 14:52:01.977;2018-07-30 14:52:30.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252775;1;38;252216;268764;222;30377149;15338;OK;OK;OK;;;;4;2018-07-30 14:47:48.207;2018-07-30 14:48:31.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252774;1;3;252215;268763;29;30363045;177504;OK;OK;OK;;;;4;2018-07-30 14:47:45.230;2018-07-30 14:48:31.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252773;1;38;252214;268762;222;30354328;15337;OK;OK;OK;;;;4;2018-07-30 14:47:42.310;2018-07-30 14:48:30.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252772;1;19;252213;268761;222;30350570;15336;OK;OK;OK;;;;4;2018-07-30 14:47:39.223;2018-07-30 14:48:30.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252771;1;38;252212;268760;222;30327707;15335;OK;OK;OK;;;;4;2018-07-30 14:47:36.087;2018-07-30 14:48:30.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252770;1;16;252211;268759;222;30326894;15333;OK;OK;OK;;;;4;2018-07-30 14:47:24.543;2018-07-30 14:47:29.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252769;1;24;252210;NULL;29;13144683;;;;;;;;10;2018-07-30 14:46:20.940;NULL;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;1;0;NULL;NULL;0
252768;1;24;252209;268758;29;13144683;177502;OK;OK;OK;;;;4;2018-07-30 14:31:24.933;2018-07-30 14:31:25.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252767;1;3;252208;268757;29;30439924;177501;OK;OK;OK;;;;4;2018-07-30 14:26:39.043;2018-07-30 14:27:25.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252766;1;38;252207;268756;222;30470900;15328;OK;OK;OK;;;;4;2018-07-30 14:21:57.273;2018-07-30 14:22:25.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252765;1;19;252206;268755;222;30470896;15327;OK;OK;OK;;;;4;2018-07-30 14:21:55.010;2018-07-30 14:22:25.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252764;1;16;252205;268754;222;30470721;15326;OK;OK;OK;;;;4;2018-07-30 14:21:53.187;2018-07-30 14:22:25.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252763;1;3;252204;268753;29;30410577;177500;OK;OK;OK;;;;4;2018-07-30 14:11:49.863;2018-07-30 14:12:00.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252762;1;32;252203;268752;222;30470528;15325;OK;OK;OK;;;;4;2018-07-30 14:07:11.103;2018-07-30 14:08:01.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252761;1;3;252202;268751;29;30436621;177494;OK;OK;OK;;;;4;2018-07-30 13:56:30.060;2018-07-30 13:57:01.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252760;1;3;252201;268750;29;30390898;177493;OK;OK;OK;;;;4;2018-07-30 13:46:48.020;2018-07-30 13:47:00.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252759;1;3;252200;268749;29;30387615;177492;OK;OK;OK;;;;4;2018-07-30 13:46:46.087;2018-07-30 13:46:59.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252758;1;34;252199;268748;222;30469963;15324;OK;OK;OK;;;;4;2018-07-30 13:31:49.330;2018-07-30 13:31:59.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252757;1;41;252198;268747;26;30469218;503664;OK;OK;OK;;;;4;2018-07-30 13:31:47.737;2018-07-30 13:31:59.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252756;1;3;252197;268746;29;30433860;177486;OK;OK;OK;;;;4;2018-07-30 13:26:48.480;2018-07-30 13:27:00.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252755;1;3;252196;268745;29;30412202;177485;OK;OK;OK;;;;4;2018-07-30 13:26:46.967;2018-07-30 13:27:00.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252754;1;16;252195;268744;222;30469781;15323;OK;OK;OK;;;;4;2018-07-30 13:21:49.690;2018-07-30 13:21:59.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252753;1;32;252194;268743;222;30469780;15322;OK;OK;OK;;;;4;2018-07-30 13:21:48.113;2018-07-30 13:21:59.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252752;1;38;252193;268742;222;30469593;15321;OK;OK;OK;;;;4;2018-07-30 13:11:49.320;2018-07-30 13:11:55.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252751;1;16;252192;268741;222;30469424;;CLIENTE [00000000000000] N�O CADASTRADO OU INATIVO.;OK;CLIENTE [00000000000000] N�O CADASTRADO OU INATIVO.;;;;5;2018-07-30 13:01:50.667;2018-07-30 13:01:55.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252750;1;16;252191;268740;222;30469414;15320;OK;OK;OK;;;;4;2018-07-30 13:01:48.963;2018-07-30 13:01:55.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252749;1;16;252190;268739;222;30412424;15319;OK;OK;OK;;;;4;2018-07-30 13:01:46.967;2018-07-30 13:01:55.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252748;1;38;252189;268737;222;30469220;15318;OK;OK;OK;;;;4;2018-07-30 12:52:06.927;2018-07-30 12:52:54.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252747;1;32;252188;268736;222;30469219;15317;OK;OK;OK;;;;4;2018-07-30 12:52:04.320;2018-07-30 12:52:54.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252746;1;16;252187;268735;222;30469031;15316;OK;OK;OK;;;;4;2018-07-30 12:41:54.353;2018-07-30 12:42:53.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252745;1;32;252186;268734;222;30469027;15315;OK;OK;OK;;;;4;2018-07-30 12:41:53.183;2018-07-30 12:41:54.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252744;1;16;252185;268733;222;30411325;15314;OK;OK;OK;;;;4;2018-07-30 12:41:51.560;2018-07-30 12:41:54.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252743;1;16;252184;268732;222;30407412;15313;OK;OK;OK;;;;4;2018-07-30 12:41:50.263;2018-07-30 12:41:53.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252742;1;38;252183;268731;222;30405714;15312;OK;OK;OK;;;;4;2018-07-30 12:41:49.080;2018-07-30 12:41:53.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252741;1;16;252182;268730;222;30403109;15311;OK;OK;OK;;;;4;2018-07-30 12:41:47.673;2018-07-30 12:41:53.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252740;1;16;252181;268729;222;30468846;15310;OK;OK;OK;;;;4;2018-07-30 12:31:44.440;2018-07-30 12:32:44.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252739;1;32;252180;268728;222;30468840;15309;OK;OK;OK;;;;4;2018-07-30 12:31:43.317;2018-07-30 12:31:44.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252738;1;16;252179;268725;222;30468654;15308;OK;OK;OK;;;;4;2018-07-30 12:26:33.120;2018-07-30 12:26:45.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252737;1;17;252178;268727;29;30410540;177483;OK;OK;OK;;;;4;2018-07-30 12:26:31.890;2018-07-30 12:26:45.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252736;1;3;252177;268726;29;30363152;177482;OK;OK;OK;;;;4;2018-07-30 12:26:30.657;2018-07-30 12:26:45.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252735;1;16;252176;268724;222;30468478;15307;OK;OK;OK;;;;4;2018-07-30 12:12:00.457;2018-07-30 12:12:42.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252734;1;32;252175;268723;222;30468474;15306;OK;OK;OK;;;;4;2018-07-30 12:11:58.553;2018-07-30 12:12:42.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252733;1;16;252174;268722;222;30415394;15305;OK;OK;OK;;;;4;2018-07-30 12:11:56.213;2018-07-30 12:12:42.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252732;1;38;252173;268721;222;30444188;15304;OK;OK;OK;;;;4;2018-07-30 12:06:43.790;2018-07-30 12:07:43.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252731;1;38;252172;268720;222;30407623;15303;OK;OK;OK;;;;4;2018-07-30 12:06:40.607;2018-07-30 12:07:42.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252730;1;38;252171;268719;222;30468282;15302;OK;OK;OK;;;;4;2018-07-30 11:56:50.793;2018-07-30 11:57:40.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252729;1;3;252170;268718;29;30390484;177479;OK;OK;OK;;;;4;2018-07-30 11:56:48.733;2018-07-30 11:57:40.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252728;1;17;252169;268717;29;30390143;177478;OK;OK;OK;;;;4;2018-07-30 11:56:46.253;2018-07-30 11:57:40.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252727;1;13;252168;268716;29;30361515;177477;OK;OK;OK;;;;4;2018-07-30 11:52:17.740;2018-07-30 11:52:39.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252726;1;19;252167;268714;222;30467917;15301;OK;OK;OK;;;;4;2018-07-30 11:46:46.670;2018-07-30 11:47:38.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252725;1;38;252166;268713;222;30467732;15300;OK;OK;OK;;;;4;2018-07-30 11:46:45.407;2018-07-30 11:47:38.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252724;1;13;252165;268712;29;30405826;177475;OK;OK;OK;;;;4;2018-07-30 11:46:43.047;2018-07-30 11:47:38.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
252723;1;17;252164;268711;29;30380071;177474;OK;OK;OK;;;;4;2018-07-30 11:46:41.097;2018-07-30 11:47:38.000;NULL;NULL;NULL;0;0;;;0;;0;0;;0;;0;;;1;0;0;0;0;0;3;0;NULL;NULL;0
