E	Pedido	Jund	Status	Data
26	13139419		INSUCESSO	2018-06-20 08:16:11.923
26	13132437		INSUCESSO	2018-06-20 08:01:19.360
26	13139419		INSUCESSO	2018-06-20 08:01:12.730
26	13132437		INSUCESSO	2018-06-20 07:46:16.487
26	13139419		INSUCESSO	2018-06-20 07:46:10.170
26	13132437		INSUCESSO	2018-06-20 07:31:14.290
26	13139419		INSUCESSO	2018-06-20 07:31:09.423
26	13132437		INSUCESSO	2018-06-20 07:16:18.293
26	13139419		INSUCESSO	2018-06-20 07:16:11.197
26	13132437		INSUCESSO	2018-06-20 07:01:19.140
26	13139419		INSUCESSO	2018-06-20 07:01:11.840
26	13132437		INSUCESSO	2018-06-20 06:46:07.343
26	13139419		INSUCESSO	2018-06-20 06:46:06.143
26	13132437		INSUCESSO	2018-06-20 06:31:11.360
26	13139419		INSUCESSO	2018-06-20 06:31:08.163
26	13132437		INSUCESSO	2018-06-20 06:16:08.130
26	13139419		INSUCESSO	2018-06-20 06:16:06.180
26	13132437		INSUCESSO	2018-06-20 06:01:12.227
26	13139419		INSUCESSO	2018-06-20 06:01:09.933
26	13132437		DUPLICIDADE	2018-06-20 05:46:07.643
26	13139419		DUPLICIDADE	2018-06-20 05:46:06.427
26	13132437		DUPLICIDADE	2018-06-20 05:31:08.580
26	13139419		DUPLICIDADE	2018-06-20 05:31:06.800
26	13132437		DUPLICIDADE	2018-06-20 05:16:08.860
26	13139419		DUPLICIDADE	2018-06-20 05:16:06.927
26	13132437		DUPLICIDADE	2018-06-20 05:01:13.970
26	13139419		DUPLICIDADE	2018-06-20 05:01:08.540
26	13132437		DUPLICIDADE	2018-06-20 04:46:08.083
26	13139419		DUPLICIDADE	2018-06-20 04:46:06.820
26	13132437		DUPLICIDADE	2018-06-20 04:31:11.927
26	13139419		DUPLICIDADE	2018-06-20 04:31:06.577
26	13132437		DUPLICIDADE	2018-06-20 04:16:07.693
26	13139419		DUPLICIDADE	2018-06-20 04:16:06.193
26	13132437		DUPLICIDADE	2018-06-20 04:01:09.960
26	13139419		DUPLICIDADE	2018-06-20 04:01:07.887
26	13132437		DUPLICIDADE	2018-06-20 03:46:11.677
26	13139419		DUPLICIDADE	2018-06-20 03:46:10.287
26	13132437		DUPLICIDADE	2018-06-20 03:31:08.523
26	13139419		DUPLICIDADE	2018-06-20 03:31:06.980
26	13132437		DUPLICIDADE	2018-06-20 03:16:08.523
26	13139419		DUPLICIDADE	2018-06-20 03:16:06.777
26	13132437		DUPLICIDADE	2018-06-20 03:01:34.143
26	13139419		DUPLICIDADE	2018-06-20 03:01:30.773
26	13132437		DUPLICIDADE	2018-06-20 02:46:07.603
26	13139419		DUPLICIDADE	2018-06-20 02:46:06.337
26	13132437		DUPLICIDADE	2018-06-20 02:31:08.233
26	13139419		DUPLICIDADE	2018-06-20 02:31:06.753
26	13132437		DUPLICIDADE	2018-06-20 02:16:08.893
26	13139419		DUPLICIDADE	2018-06-20 02:16:07.023
26	13132437		DUPLICIDADE	2018-06-20 02:01:09.803
26	13139419		DUPLICIDADE	2018-06-20 02:01:07.993
26	13132437		DUPLICIDADE	2018-06-20 01:46:07.033
26	13139419		DUPLICIDADE	2018-06-20 01:46:05.800
26	13132437		DUPLICIDADE	2018-06-20 01:31:25.960
26	13139419		DUPLICIDADE	2018-06-20 01:31:24.370
26	13132437		DUPLICIDADE	2018-06-20 01:16:08.383
26	13139419		DUPLICIDADE	2018-06-20 01:16:06.543
26	13132437		DUPLICIDADE	2018-06-20 01:01:17.367
26	13139419		DUPLICIDADE	2018-06-20 01:01:05.903
26	13132437		DUPLICIDADE	2018-06-20 00:46:09.387
26	13139419		DUPLICIDADE	2018-06-20 00:46:08.077
26	13132437		DUPLICIDADE	2018-06-20 00:31:36.287
26	13139419		DUPLICIDADE	2018-06-20 00:31:34.820
26	13132437		DUPLICIDADE	2018-06-20 00:16:08.320
26	13139419		DUPLICIDADE	2018-06-20 00:16:06.497
26	13132437		DUPLICIDADE	2018-06-20 00:01:44.470
26	13139419		DUPLICIDADE	2018-06-20 00:01:39.120
26	13132437		DUPLICIDADE	2018-06-19 23:31:16.803
26	13139419		DUPLICIDADE	2018-06-19 23:31:10.690
26	13132437		DUPLICIDADE	2018-06-19 23:16:16.910
26	13139419		DUPLICIDADE	2018-06-19 23:16:10.543
26	13132437		DUPLICIDADE	2018-06-19 23:01:20.150
26	13139419		DUPLICIDADE	2018-06-19 23:01:12.693
26	13132437		DUPLICIDADE	2018-06-19 22:46:22.050
26	13139419		DUPLICIDADE	2018-06-19 22:46:13.800
26	13132437		DUPLICIDADE	2018-06-19 22:31:56.583
26	13139419		DUPLICIDADE	2018-06-19 22:31:48.830
26	13132437		DUPLICIDADE	2018-06-19 22:16:50.400
26	13139419		DUPLICIDADE	2018-06-19 22:16:43.397
26	13132437		INSUCESSO	2018-06-19 22:01:21.293
26	13139419		INSUCESSO	2018-06-19 22:01:14.010
26	13132437		INSUCESSO	2018-06-19 21:46:15.323
26	13139419		INSUCESSO	2018-06-19 21:46:10.283
26	13132437		INSUCESSO	2018-06-19 21:31:19.333
26	13139419		INSUCESSO	2018-06-19 21:31:14.607
26	13132437		INSUCESSO	2018-06-19 21:16:16.340
26	13139419		INSUCESSO	2018-06-19 21:16:10.053
26	13132437		INSUCESSO	2018-06-19 21:01:21.953
26	13139419		INSUCESSO	2018-06-19 21:01:14.623
26	13132437		INSUCESSO	2018-06-19 20:46:17.057
26	13139419		INSUCESSO	2018-06-19 20:46:10.910
26	13132437		INSUCESSO	2018-06-19 20:31:21.733
26	13139419		INSUCESSO	2018-06-19 20:31:15.150
26	13132437		INSUCESSO	2018-06-19 20:16:29.960
26	13139419		INSUCESSO	2018-06-19 20:16:23.190
26	13132437		INSUCESSO	2018-06-19 20:01:18.747
26	13139419		INSUCESSO	2018-06-19 20:01:12.273
26	13132437		INSUCESSO	2018-06-19 19:46:15.007
26	13139419		INSUCESSO	2018-06-19 19:46:10.247
26	13132437		INSUCESSO	2018-06-19 19:31:16.553
26	13139419		INSUCESSO	2018-06-19 19:31:11.780
26	13132437		INSUCESSO	2018-06-19 19:16:15.510
26	13139419		INSUCESSO	2018-06-19 19:16:09.520
26	13132437		INSUCESSO	2018-06-19 19:01:22.933
26	13139419		INSUCESSO	2018-06-19 19:01:16.820
26	13132437		INSUCESSO	2018-06-19 18:46:15.383
26	13139419		INSUCESSO	2018-06-19 18:46:09.347
26	13132437		INSUCESSO	2018-06-19 18:31:19.593
26	13139419		INSUCESSO	2018-06-19 18:31:12.777
26	13132437		INSUCESSO	2018-06-19 18:16:16.897
26	13139419		INSUCESSO	2018-06-19 18:16:09.907
26	13132437		INSUCESSO	2018-06-19 18:01:17.553
26	13139419		INSUCESSO	2018-06-19 18:01:10.863
26	13132437		INSUCESSO	2018-06-19 17:46:14.780
26	13139419		INSUCESSO	2018-06-19 17:46:10.070
26	13132437		INSUCESSO	2018-06-19 17:31:15.187
26	13139419		INSUCESSO	2018-06-19 17:31:10.130
26	13132437		INSUCESSO	2018-06-19 17:16:14.543
26	13139419		INSUCESSO	2018-06-19 17:16:10.097
26	13132437		INSUCESSO	2018-06-19 17:01:20.753
26	13139419		INSUCESSO	2018-06-19 17:01:14.047
26	13132437		INSUCESSO	2018-06-19 16:46:20.767
26	13139419		INSUCESSO	2018-06-19 16:46:14.133
26	13132437		INSUCESSO	2018-06-19 16:31:19.580
26	13139419		INSUCESSO	2018-06-19 16:31:12.200
26	13132437		INSUCESSO	2018-06-19 16:16:19.607
26	13139419		INSUCESSO	2018-06-19 16:16:12.667
26	13132437		INSUCESSO	2018-06-19 16:01:19.977
26	13139419		INSUCESSO	2018-06-19 16:01:13.723
26	13132437		INSUCESSO	2018-06-19 15:46:14.840
26	13139419		INSUCESSO	2018-06-19 15:46:09.347
26	13132437		INSUCESSO	2018-06-19 15:31:17.200
26	13139419		INSUCESSO	2018-06-19 15:31:11.833
29	13128951		DUPLICIDADE	2018-06-19 15:16:25.490
26	13132437		INSUCESSO	2018-06-19 15:16:18.283
26	13139419		INSUCESSO	2018-06-19 15:16:12.777
29	13128951	172967	SUCESSO	2018-06-19 15:01:28.723
26	13132437		INSUCESSO	2018-06-19 15:01:20.847
26	13139419		INSUCESSO	2018-06-19 15:01:11.733
26	13132437		INSUCESSO	2018-06-19 14:46:11.703
26	13132437		INSUCESSO	2018-06-19 14:31:14.990
26	13132437		INSUCESSO	2018-06-19 14:16:11.513
26	13132437		INSUCESSO	2018-06-19 14:01:14.990
26	13132437		INSUCESSO	2018-06-19 13:46:09.570
26	13132437		INSUCESSO	2018-06-19 13:31:07.850
26	13132437		INSUCESSO	2018-06-19 13:16:09.520
26	13132437		INSUCESSO	2018-06-19 13:01:11.633
26	13132437		INSUCESSO	2018-06-19 12:46:14.540
26	13132437		INSUCESSO	2018-06-19 12:31:14.633
26	13132437		INSUCESSO	2018-06-19 12:16:16.590
29	13119625		DUPLICIDADE	2018-06-19 01:00:37.707
22	13115723		DUPLICIDADE	2018-06-19 01:00:25.103
29	13119625		DUPLICIDADE	2018-06-19 00:45:26.980
22	13115723		DUPLICIDADE	2018-06-19 00:45:24.563
29	13119625		DUPLICIDADE	2018-06-19 00:30:47.857
22	13115723		DUPLICIDADE	2018-06-19 00:30:24.443
29	13119625		DUPLICIDADE	2018-06-19 00:15:28.643
22	13115723		DUPLICIDADE	2018-06-19 00:15:25.210
29	13119625		DUPLICIDADE	2018-06-19 00:00:57.163
22	13115723		DUPLICIDADE	2018-06-19 00:00:32.657
29	13119625		DUPLICIDADE	2018-06-18 23:45:34.813
22	13115723		DUPLICIDADE	2018-06-18 23:45:29.353
29	13119625		DUPLICIDADE	2018-06-18 23:30:52.370
22	13115723		DUPLICIDADE	2018-06-18 23:30:29.827
29	13119625		DUPLICIDADE	2018-06-18 23:15:36.680
22	13115723		DUPLICIDADE	2018-06-18 23:15:28.973
29	13119625		DUPLICIDADE	2018-06-18 23:00:56.513
22	13115723		DUPLICIDADE	2018-06-18 23:00:29.713
29	13119625		DUPLICIDADE	2018-06-18 22:45:38.283
22	13115723		DUPLICIDADE	2018-06-18 22:45:31.090
29	13119625		DUPLICIDADE	2018-06-18 22:30:38.163
22	13115723		DUPLICIDADE	2018-06-18 22:30:30.410
29	13119625		DUPLICIDADE	2018-06-18 22:16:06.200
22	13115723		DUPLICIDADE	2018-06-18 22:15:57.620
29	13119625		DUPLICIDADE	2018-06-18 22:00:46.237
22	13115723		DUPLICIDADE	2018-06-18 22:00:37.157
29	13119625		DUPLICIDADE	2018-06-18 21:45:33.637
22	13115723		DUPLICIDADE	2018-06-18 21:45:27.693
29	13119625		DUPLICIDADE	2018-06-18 21:30:42.517
22	13115723		DUPLICIDADE	2018-06-18 21:30:27.730
29	13119625		DUPLICIDADE	2018-06-18 21:15:35.300
22	13115723		DUPLICIDADE	2018-06-18 21:15:28.793
29	13119625		DUPLICIDADE	2018-06-18 21:00:42.263
22	13115723		DUPLICIDADE	2018-06-18 21:00:30.763
29	13119625		DUPLICIDADE	2018-06-18 20:45:37.760
22	13115723		DUPLICIDADE	2018-06-18 20:45:29.803
29	13119625		DUPLICIDADE	2018-06-18 20:30:38.917
22	13115723		DUPLICIDADE	2018-06-18 20:30:31.057
29	13119625		DUPLICIDADE	2018-06-18 20:15:36.303
22	13115723		DUPLICIDADE	2018-06-18 20:15:29.000
29	13119625		DUPLICIDADE	2018-06-18 20:00:51.750
22	13115723		DUPLICIDADE	2018-06-18 20:00:31.300
29	13119625		DUPLICIDADE	2018-06-18 19:45:33.253
22	13115723		DUPLICIDADE	2018-06-18 19:45:27.903
29	13119625		DUPLICIDADE	2018-06-18 19:30:38.483
22	13115723		DUPLICIDADE	2018-06-18 19:30:32.837
29	13119625		DUPLICIDADE	2018-06-18 19:15:35.587
22	13115723		DUPLICIDADE	2018-06-18 19:15:28.660
29	13119625		DUPLICIDADE	2018-06-18 19:00:40.723
22	13115723		DUPLICIDADE	2018-06-18 19:00:32.317
29	13119625		DUPLICIDADE	2018-06-18 18:45:38.437
22	13115723		DUPLICIDADE	2018-06-18 18:45:31.917
29	13119625		DUPLICIDADE	2018-06-18 18:30:39.970
22	13115723		DUPLICIDADE	2018-06-18 18:30:32.483
29	13119625		DUPLICIDADE	2018-06-18 18:15:37.930
22	13115723		DUPLICIDADE	2018-06-18 18:15:30.880
29	13119625		DUPLICIDADE	2018-06-18 18:00:39.760
22	13115723		DUPLICIDADE	2018-06-18 18:00:31.713
29	13119625		DUPLICIDADE	2018-06-18 17:45:34.807
22	13115723		DUPLICIDADE	2018-06-18 17:45:28.003
29	13119625		DUPLICIDADE	2018-06-18 17:30:36.620
22	13115723		DUPLICIDADE	2018-06-18 17:30:30.987
29	13119625		DUPLICIDADE	2018-06-18 17:15:37.670
22	13115723		DUPLICIDADE	2018-06-18 17:15:31.303
29	13119625		DUPLICIDADE	2018-06-18 17:00:38.627
22	13115723		DUPLICIDADE	2018-06-18 17:00:30.793
29	13119625		DUPLICIDADE	2018-06-18 16:45:38.943
22	13115723		DUPLICIDADE	2018-06-18 16:45:31.220
29	13119625		DUPLICIDADE	2018-06-18 16:30:41.647
22	13115723		DUPLICIDADE	2018-06-18 16:30:33.237
29	13119625		DUPLICIDADE	2018-06-18 16:15:43.337
22	13115723		DUPLICIDADE	2018-06-18 16:15:35.800
29	13119625		DUPLICIDADE	2018-06-18 16:00:44.403
22	13115723		DUPLICIDADE	2018-06-18 16:00:36.367
29	13119625		DUPLICIDADE	2018-06-18 15:45:33.767
22	13115723		DUPLICIDADE	2018-06-18 15:45:29.040
29	13119625		DUPLICIDADE	2018-06-18 15:30:35.207
22	13115723	106307	SUCESSO	2018-06-18 15:30:29.013
29	13119625		DUPLICIDADE	2018-06-18 15:15:31.657
29	13119625		DUPLICIDADE	2018-06-18 15:00:40.270
29	13119625		DUPLICIDADE	2018-06-18 14:45:34.130
29	13119625		DUPLICIDADE	2018-06-18 14:30:33.103
29	13119625		DUPLICIDADE	2018-06-18 14:22:38.023
29	13119625	172746	SUCESSO	2018-06-18 14:22:17.960
